,project_slug,from_name,quarter,day
257,banklessdao,lithops112,2022Q2,3
258,banklessdao,lordteekay,2023Q2,1
259,banklessdao,lordteekay,2023Q3,14
260,banklessdao,lordteekay,2023Q4,5
261,banklessdao,mckethanor,2022Q1,2
262,banklessdao,melasin1237,2023Q2,1
263,banklessdao,milaabl,2023Q3,1
264,banklessdao,mklebrasseur,2021Q4,1
265,banklessdao,mklebrasseur,2022Q1,2
266,banklessdao,mklebrasseur,2022Q3,2
267,banklessdao,mklebrasseur,2022Q4,6
268,banklessdao,mklebrasseur,2023Q1,7
269,banklessdao,mklebrasseur,2023Q3,2
270,banklessdao,mklebrasseur,2023Q4,4
271,banklessdao,moshejs,2021Q4,2
272,banklessdao,namanmanchanda09,2023Q3,1
273,banklessdao,namanmanchanda09,2023Q4,1
274,banklessdao,nateawelch,2021Q2,4
275,banklessdao,nonsensecodes,2021Q4,11
276,banklessdao,nonsensecodes,2022Q1,1
277,banklessdao,nonsensetwice,2022Q2,3
278,banklessdao,nonsensetwice,2022Q3,4
279,banklessdao,nonsensetwice,2022Q4,19
280,banklessdao,nonsensetwice,2023Q1,5
281,banklessdao,nonsensetwice,2023Q2,6
282,banklessdao,okhaimie-dev,2022Q3,2
283,banklessdao,okhaimie-dev,2022Q4,6
284,banklessdao,okhaimie-dev,2023Q1,4
285,banklessdao,okhaimie-dev,2023Q2,2
286,banklessdao,okhaimie-dev,2023Q3,1
287,banklessdao,okhaimie-dev,2023Q4,2
288,banklessdao,omahs,2022Q4,2
289,banklessdao,pdarden,2022Q1,1
290,banklessdao,pedrohasf,2021Q4,2
291,banklessdao,riri777,2022Q1,3
292,banklessdao,rixcian,2021Q4,4
293,banklessdao,roseja,2022Q1,3
294,banklessdao,roseja,2022Q2,1
295,banklessdao,ryanburr,2021Q4,1
296,banklessdao,saulthorin,2021Q3,2
297,banklessdao,singularityhacker,2021Q4,2
298,banklessdao,singularityhacker,2022Q1,8
299,banklessdao,singularityhacker,2022Q2,2
300,banklessdao,singularityhacker,2022Q3,4
301,banklessdao,singularityhacker,2022Q4,6
302,banklessdao,sunshine1004-dev,2022Q1,1
303,banklessdao,supreme2580,2022Q4,1
304,banklessdao,tescher,2021Q4,7
305,banklessdao,tescher,2022Q1,13
306,banklessdao,tescher,2022Q2,24
307,banklessdao,tescher,2022Q3,18
308,banklessdao,tescher,2022Q4,18
309,banklessdao,tescher,2023Q1,12
310,banklessdao,tescher,2023Q2,5
311,banklessdao,tgriff3433,2021Q2,4
312,banklessdao,thedarkjester,2022Q4,1
313,banklessdao,thedarkrai07,2022Q2,18
314,banklessdao,thedarkrai07,2022Q3,2
315,banklessdao,tikisailor,2021Q4,6
316,banklessdao,tikisailor,2022Q1,5
317,banklessdao,tikisailor,2022Q4,3
318,banklessdao,tomtranmer,2023Q3,1
319,banklessdao,tsioureth,2022Q1,1
320,banklessdao,turinglabsorg,2021Q3,1
321,banklessdao,vladaverin24,2021Q3,2
322,banklessdao,wpmonty,2021Q2,10
323,banklessdao,wpmonty,2021Q3,7
324,banklessdao,wpmonty,2021Q4,2
325,banklessdao,wpmonty,2022Q2,1
326,banklessdao,wpmonty,2023Q1,1
327,banklessdao,yannieth,2022Q1,2
328,banklessdao,yannis182,2022Q1,2
329,banklessdao,zberwaldt,2021Q2,2
330,banklessdao,zberwaldt,2021Q3,27
331,banklessdao,zberwaldt,2021Q4,18
332,banklessdao,zberwaldt,2022Q1,1
333,banklessdao,zkjet,2022Q4,1
334,beacon-chain,0xKiwi,2020Q2,1
335,beacon-chain,0xt3rtium,2022Q1,1
336,beacon-chain,1shashijha1,2022Q3,1
337,beacon-chain,304s,2021Q1,1
338,beacon-chain,3eph1r0th,2020Q4,1
339,beacon-chain,Abas0778,2022Q3,1
340,beacon-chain,AdamLefebvreKiln,2023Q3,1
341,beacon-chain,Aftofak83,2023Q1,1
342,beacon-chain,AlexZ85,2021Q4,1
343,beacon-chain,Amandasilvbr,2022Q3,1
344,beacon-chain,Amandasilvbr,2023Q1,1
345,beacon-chain,AnthonyTStephens,2023Q1,1
346,beacon-chain,Aroc902322,2023Q2,1
347,beacon-chain,Atomicwallets,2020Q4,1
348,beacon-chain,Azard,2021Q2,2
349,beacon-chain,Baravo1,2022Q1,1
350,beacon-chain,BawBawBawBaw,2022Q4,1
351,beacon-chain,BigBadAlien,2020Q4,2
352,beacon-chain,Biqniq,2023Q2,3
353,beacon-chain,Bittrex1354,2022Q3,1
354,beacon-chain,Buttaa,2020Q2,12
355,beacon-chain,Buttaa,2020Q3,21
356,beacon-chain,Buttaa,2020Q4,46
357,beacon-chain,Buttaa,2021Q1,16
358,beacon-chain,Buttaa,2021Q2,13
359,beacon-chain,Buttaa,2021Q3,16
360,beacon-chain,Buttaa,2021Q4,16
361,beacon-chain,Buttaa,2022Q1,16
362,beacon-chain,Buttaa,2022Q2,12
363,beacon-chain,Buttaa,2022Q3,19
364,beacon-chain,Buttaa,2022Q4,14
365,beacon-chain,Buttaa,2023Q1,22
366,beacon-chain,Buttaa,2023Q2,21
367,beacon-chain,Buttaa,2023Q3,10
368,beacon-chain,Buttaa,2023Q4,10
369,beacon-chain,CarlBeek,2020Q4,2
370,beacon-chain,ColinCampbell,2022Q3,1
371,beacon-chain,D13ce,2022Q4,20
372,beacon-chain,D13ce,2023Q1,40
373,beacon-chain,D13ce,2023Q2,13
374,beacon-chain,D13ce,2023Q3,26
375,beacon-chain,D13ce,2023Q4,27
376,beacon-chain,DAVIDCYBAVO,2020Q4,1
377,beacon-chain,DAVIDCYBAVO,2021Q1,3
378,beacon-chain,DAVIDCYBAVO,2021Q2,1
379,beacon-chain,Dark345,2022Q3,1
380,beacon-chain,Dark345,2022Q4,1
381,beacon-chain,Dark345,2023Q2,1
382,beacon-chain,Demetrius1111,2022Q3,1
383,beacon-chain,Deve1122,2023Q4,1
384,beacon-chain,Dresel,2022Q3,1
385,beacon-chain,EYEFOUREYE,2021Q3,1
386,beacon-chain,Edward89crypto,2020Q2,1
387,beacon-chain,Eisei24,2023Q1,25
388,beacon-chain,Eisei24,2023Q2,40
389,beacon-chain,Eisei24,2023Q3,30
390,beacon-chain,Eisei24,2023Q4,10
391,beacon-chain,Eth2User,2022Q3,1
392,beacon-chain,FabianSchuessler,2022Q3,1
393,beacon-chain,Fais5012,2022Q4,1
394,beacon-chain,Faithtosin,2022Q4,1
395,beacon-chain,FloHeld,2022Q3,1
396,beacon-chain,FracaShaw-Alk,2022Q4,1
397,beacon-chain,GDGitReporter,2021Q3,1
398,beacon-chain,Goera,2022Q4,1
399,beacon-chain,Greg0087,2022Q4,2
400,beacon-chain,Grey007,2021Q4,1
401,beacon-chain,HPlumley,2022Q1,2
402,beacon-chain,Herand19,2023Q4,1
403,beacon-chain,Ich5003,2021Q1,2
404,beacon-chain,InvisibleBitfly,2022Q3,13
405,beacon-chain,InvisibleBitfly,2022Q4,6
406,beacon-chain,InvisibleSymbol,2021Q1,1
407,beacon-chain,InvisibleSymbol,2021Q4,2
408,beacon-chain,InvisibleSymbol,2022Q1,3
409,beacon-chain,InvisibleSymbol,2022Q3,1
410,beacon-chain,InvisibleSymbol,2022Q4,2
411,beacon-chain,JHGrove3,2021Q2,1
412,beacon-chain,JHGrove3,2021Q3,2
413,beacon-chain,JamesCarnley,2020Q3,2
414,beacon-chain,JamesCropcho,2022Q3,2
415,beacon-chain,Jay-Way,2021Q3,1
416,beacon-chain,Jay-Way,2022Q2,1
417,beacon-chain,Jodragon,2023Q2,3
418,beacon-chain,JoshSalway,2021Q1,1
419,beacon-chain,JuicesChrist,2022Q2,1
420,beacon-chain,Julius080,2022Q4,1
421,beacon-chain,JustinDrake,2020Q4,6
422,beacon-chain,JustinDrake,2021Q1,1
423,beacon-chain,JustinDrake,2021Q2,2
424,beacon-chain,JustinDrake,2021Q4,1
425,beacon-chain,JustinDrake,2022Q1,2
426,beacon-chain,JustinDrake,2023Q1,1
427,beacon-chain,JustinDrake,2023Q2,1
428,beacon-chain,JustinDrake,2023Q4,2
429,beacon-chain,K0P01IL,2022Q4,1
430,beacon-chain,Karol-Madnet,2023Q2,2
431,beacon-chain,Korchingwin,2023Q2,1
432,beacon-chain,KostasGiannakakis,2023Q2,16
433,beacon-chain,KostasGiannakakis,2023Q3,1
434,beacon-chain,LaCerra0x00,2023Q4,1
435,beacon-chain,Lambofgodhvac,2022Q3,1
436,beacon-chain,LefterisJP,2023Q1,1
437,beacon-chain,Lglivengood,2021Q3,2
438,beacon-chain,LoongDeen129,2022Q2,2
439,beacon-chain,LostPengK,2023Q2,2
440,beacon-chain,LuccaBitfly,2022Q3,9
441,beacon-chain,LuccaBitfly,2022Q4,9
442,beacon-chain,LuccaBitfly,2023Q1,12
443,beacon-chain,LuccaBitfly,2023Q2,15
444,beacon-chain,LuccaBitfly,2023Q3,23
445,beacon-chain,LuccaBitfly,2023Q4,16
446,beacon-chain,Macias131987,2022Q1,1
447,beacon-chain,Macoophonic,2023Q1,1
448,beacon-chain,MadalinaH,2021Q1,1
449,beacon-chain,MadalinaH,2021Q2,4
450,beacon-chain,Madib036,2023Q4,1
451,beacon-chain,Magicking,2020Q3,1
452,beacon-chain,Magicking,2020Q4,1
453,beacon-chain,Maigre,2022Q2,1
454,beacon-chain,ManuelMaM,2022Q3,1
455,beacon-chain,Marcin199626,2022Q3,3
456,beacon-chain,Marcin199626,2022Q4,1
457,beacon-chain,MareG76,2022Q3,1
458,beacon-chain,MasterOwnerETcorps,2023Q4,2
459,beacon-chain,MauserBitfly,2023Q1,24
460,beacon-chain,MauserBitfly,2023Q2,48
461,beacon-chain,MauserBitfly,2023Q3,24
462,beacon-chain,MaxXor,2020Q4,2
463,beacon-chain,MicahZoltu,2022Q2,1
464,beacon-chain,Mikh333,2023Q4,1
465,beacon-chain,Mizanur1988,2023Q2,1
466,beacon-chain,MysticRyuujin,2020Q3,1
467,beacon-chain,NAREUBES35,2022Q1,1
468,beacon-chain,NASERALHADDAD,2023Q2,1
469,beacon-chain,NIC619,2022Q3,1
470,beacon-chain,Nampu898,2021Q1,1
471,beacon-chain,NickRHill,2023Q2,1
472,beacon-chain,NicolasMassart,2021Q2,1
473,beacon-chain,Nieks777,2022Q2,1
474,beacon-chain,Njoiyt,2022Q4,2
475,beacon-chain,Novop,2022Q4,1
476,beacon-chain,Novop,2023Q3,1
477,beacon-chain,OrizzoN7,2022Q3,1
478,beacon-chain,P-Tanawat,2023Q1,1
479,beacon-chain,PabloCastellano,2021Q1,1
480,beacon-chain,PabloCastellano,2022Q1,1
481,beacon-chain,PandaWhisperer,2020Q2,1
482,beacon-chain,PaulMark88,2022Q1,1
483,beacon-chain,PinkDiamond1,2022Q2,1
484,beacon-chain,RainerBitfly,2021Q4,2
485,beacon-chain,RainerBitfly,2022Q1,19
486,beacon-chain,RainerBitfly,2022Q2,12
487,beacon-chain,Ranahayat1122,2023Q4,1
488,beacon-chain,Rig1992,2022Q1,3
489,beacon-chain,RomiRand,2023Q2,2
490,beacon-chain,SHSR2001,2021Q2,1
491,beacon-chain,SKlarsen84,2023Q2,1
492,beacon-chain,Sagor2214,2022Q3,2
493,beacon-chain,Sanketh-Maturi,2022Q4,1
494,beacon-chain,Sanketh-Maturi,2023Q1,2
495,beacon-chain,Satriacj7,2022Q4,1
496,beacon-chain,Seanh569,2023Q1,1
497,beacon-chain,SjonHortensius,2020Q3,3
498,beacon-chain,StefanoFedeli,2022Q3,1
499,beacon-chain,StevenBerryman,2023Q2,2
500,beacon-chain,StkrBkrCndleStkMkr,2021Q3,2
501,beacon-chain,SurenFTN,2023Q3,1
502,beacon-chain,SurenFTN,2023Q4,1
503,beacon-chain,Tachyonica,2021Q2,1
504,beacon-chain,Tachyonica,2022Q3,1
505,beacon-chain,Tingsook,2023Q2,1
506,beacon-chain,Tobats1992,2021Q4,4
507,beacon-chain,TokensDL,2022Q2,2
508,beacon-chain,Twitter1268,2022Q4,1
509,beacon-chain,Vahegian,2020Q4,25
510,beacon-chain,Vahegian,2021Q1,26
511,beacon-chain,Vahegian,2021Q2,26
512,beacon-chain,Vahegian,2021Q3,20
513,beacon-chain,VieYang,2020Q4,1
514,beacon-chain,VieYang,2021Q1,1
515,beacon-chain,WALL-E,2021Q3,1
516,beacon-chain,Wlknurl1,2023Q4,1
517,beacon-chain,Woofah,2022Q4,1
518,beacon-chain,Woogz-git,2022Q3,1
519,beacon-chain,Woogz-git,2022Q4,1
520,beacon-chain,Xa52c,2023Q4,1
521,beacon-chain,YASHTHAKOR,2022Q4,1
522,beacon-chain,Yoldark34,2020Q2,2
523,beacon-chain,Youllneverknow0,2020Q2,1
524,beacon-chain,YuXiaoCoder,2023Q2,1
525,beacon-chain,Zachinquarantine,2021Q3,1
526,beacon-chain,a35u,2021Q4,1
527,beacon-chain,aascft3,2020Q3,1
528,beacon-chain,aascft3,2022Q3,1
529,beacon-chain,actuallymentor,2022Q1,1
530,beacon-chain,adamgall,2023Q1,1
531,beacon-chain,adamgall,2023Q3,1
532,beacon-chain,ak88,2022Q4,1
533,beacon-chain,akolotov,2021Q3,1
534,beacon-chain,alexmbird,2023Q2,1
535,beacon-chain,alexqrid,2021Q1,1
536,beacon-chain,alexqrid,2022Q4,1
537,beacon-chain,alextheseal,2021Q3,1
538,beacon-chain,alextheseal,2022Q1,3
539,beacon-chain,alfredonodo,2022Q2,1
540,beacon-chain,alonmuroch,2020Q3,2
541,beacon-chain,alrevuelta,2022Q1,1
542,beacon-chain,analogue,2022Q2,1
543,beacon-chain,andreilicious23,2023Q2,2
544,beacon-chain,anha1,2020Q4,2
545,beacon-chain,apache3333,2022Q3,1
546,beacon-chain,arnetheduck,2020Q4,1
547,beacon-chain,asharoo1,2021Q4,1
548,beacon-chain,avenbreaks,2023Q1,2
549,beacon-chain,avenbreaks,2023Q2,1
550,beacon-chain,axljoker03,2022Q4,1
551,beacon-chain,b4raba,2022Q2,1
552,beacon-chain,banteg,2020Q4,1
553,beacon-chain,barnabasbusa,2022Q1,1
554,beacon-chain,barnabasbusa,2022Q2,2
555,beacon-chain,barnabasbusa,2023Q1,1
556,beacon-chain,beaconchain,2022Q2,2
557,beacon-chain,beaconchain,2023Q1,2
558,beacon-chain,benv666,2022Q1,1
559,beacon-chain,benv666,2022Q3,2
560,beacon-chain,bitcoinfinancier,2023Q2,1
561,beacon-chain,bitcoinfinancier,2023Q3,2
562,beacon-chain,blackberry22-star,2022Q4,1
563,beacon-chain,brddd,2022Q3,2
564,beacon-chain,calumtomeny,2020Q3,2
565,beacon-chain,calumtomeny,2020Q4,1
566,beacon-chain,calumtomeny,2021Q3,1
567,beacon-chain,canbal99,2022Q4,1
568,beacon-chain,celeduc,2023Q4,1
569,beacon-chain,cexedev,2023Q2,1
570,beacon-chain,chmllr,2022Q3,1
571,beacon-chain,chrishobcroft,2021Q2,1
572,beacon-chain,chrishobcroft,2022Q4,1
573,beacon-chain,chrishobcroft,2023Q1,1
574,beacon-chain,chrishobcroft,2023Q4,2
575,beacon-chain,cihati,2023Q2,3
576,beacon-chain,cobordism,2023Q3,1
577,beacon-chain,cornbread78,2023Q4,1
578,beacon-chain,cppfuns,2023Q2,4
579,beacon-chain,cptblack1,2022Q4,1
580,beacon-chain,dEEtooo,2021Q2,1
581,beacon-chain,dankrad,2020Q3,1
582,beacon-chain,dankrad,2020Q4,2
583,beacon-chain,dankrad,2021Q4,1
584,beacon-chain,dendofuman,2022Q3,2
585,beacon-chain,dickmanben,2022Q3,1
586,beacon-chain,dimiandre,2020Q4,1
587,beacon-chain,djrtwo,2020Q3,1
588,beacon-chain,dlehenky,2021Q1,1
589,beacon-chain,domtancredi,2022Q2,1
590,beacon-chain,dong77,2022Q3,2
591,beacon-chain,dospore,2023Q2,1
592,beacon-chain,dpdanpittman,2020Q3,2
593,beacon-chain,drvsinan,2022Q3,1
594,beacon-chain,dsimog01,2022Q4,1
595,beacon-chain,dwitvliet,2020Q4,1
596,beacon-chain,dwitvliet,2021Q1,1
597,beacon-chain,dylancaponi,2021Q1,2
598,beacon-chain,dylancaponi,2021Q2,1
599,beacon-chain,eason1305,2020Q4,2
600,beacon-chain,eduardxyz,2022Q3,1
601,beacon-chain,eskp,2022Q4,1
602,beacon-chain,eth2353,2022Q4,2
603,beacon-chain,ethers,2020Q2,1
604,beacon-chain,f5b7,2020Q3,1
605,beacon-chain,fengzuoshun,2023Q1,1
606,beacon-chain,fly-d-dog,2022Q2,1
607,beacon-chain,forthxu,2021Q1,1
